Item No	Item Description	Inventory UoM	catno	stkmaintain	active	Warehouse	MIN	MAX	ROL	ROQ	LT	SHP
MTGEN0000260	GENARAL -  ALLAN BOLT   Ø 1/2 '' X 3/4 ''	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000261	GENARAL -  ALLAN BOLT   Ø10 MM X 20 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000262	GENARAL -  ALLAN BOLT   Ø10 MM X 35 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000263	GENARAL -  ALLAN BOLT   Ø10 MM X 45 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000264	GENARAL -  ALLAN BOLT  Ø12 MM X 25 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000265	GENARAL -  ALLAN BOLT  Ø12 MM X 50 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000266	GENARAL -  ALLAN BOLT  Ø12MM X 45 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000310	GENARAL -  ALLAN BOLT  Ø6 MM X 75 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000312	GENARAL -  ALLAN BOLT  Ø8 MM X 25 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000426	GENARAL -  ALLAN BOLT  Ø8 MM X 80 MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000427	GENARAL -  ALLAN BOLT Ø8MM X 30 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000298	GENARAL - ALAN BOLT  10 MM X 25mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000299	GENARAL - ALAN BOLT  10 MM X50mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000300	GENARAL - ALAN BOLT  12 MM X 25mm	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000301	GENARAL - ALAN BOLT  12 MM X 50mm   (THREAD PITCH 1.5 MM)	NOS	9	1	1	1	4	8	5	3	7	30
MTGEN0000302	GENARAL - ALAN BOLT  12 MM X 50mm	NOS	9	1	1	1	5	15	6	4	7	30
MTGEN0000303	GENARAL - ALAN BOLT  6   MM X 25mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000304	GENARAL - ALAN BOLT  6   MM X 50mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000305	GENARAL - ALAN BOLT  6 MM x 38mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000306	GENARAL - ALAN BOLT  6 MM x 12mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000307	GENARAL - ALAN BOLT  8 MM x 25mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000308	GENARAL - ALAN BOLT  10 MM x 12mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000309	GENARAL - ALAN BOLT  8MM X 35mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000313	GENARAL - ALLAN BOLT   10MM X 75mm (HALF THREAD)	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000314	GENARAL - ALLAN BOLT   4 MM X 32mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000315	GENARAL - ALLAN BOLT   5MM X 32mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000316	GENARAL - ALLAN BOLT   8 MM X 12mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000317	GENARAL - ALLAN BOLT   8MM X 50mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000428	GENARAL -  ALLAN GRUB SCREW   Ø1/2 '' X 1 ''	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000429	GENARAL -  ALLAN GRUB SCREW  Ø 5 MM X 16 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000430	GENARAL -  ALLAN GRUB SCREW  Ø10MM X 10 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001422	GENARAL -  ALLAN GRUB SCREW Ø 10 MM X 25 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001423	GENARAL -  ALLAN GRUB SCREW Ø 5MM X 12 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001425	GENARAL -  ALLAN GRUB SCREW Ø10MM X 16 MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000294	GENARAL - GRUB SCREW 10MM X 12MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000296	GENARAL - GRUB SCREW 8MM X 12MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000412	GENARAL - GRUB SCREW   12 MM  x 25MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000414	GENARAL - GRUB SCREW   4MM X 1/2''	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000415	GENARAL - GRUB SCREW   5 MMX 12MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000416	GENARAL - GRUB SCREW   6MM X 12MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0001426	GENARAL -  ANCHOR BOLT   Ø 16 MM X 100 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001427	GENARAL -  ANCHOR BOLT   Ø10 MM X 65 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001429	GENARAL -  BOLT PAN HEAD  6MM X 36 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001430	GENARAL -  CASTER WHEEL  NON ROTATABLE   4 '' X 2 ''	NOS	9	1	1	1	8	16	9	7	7	30
MTGEN0000268	GENARAL -  HEX HED BOLT & NUT   10 MM X 50 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000269	GENARAL -  HEX.HED BOLT   1/2 '' X 3 ''	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000270	GENARAL -  HEX.HED BOLT   1/4 '' X 2 1/2 ''	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000271	GENARAL -  HEX.HED BOLT   12 X 25 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000272	GENARAL -  HEX.HED BOLT   8 MM X 65 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000285	GENARAL -  NUT   STEEL 1/2 ''	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000289	GENARAL -  NUT  STEEL 6 MM	NOS	9	1	1	1	15	20	16	14	7	30
MTGEN0000292	GENARAL -  NUT STEEL 10 MM	NOS	9	1	1	1	15	20	16	14	7	30
MTGEN0000321	GENARAL - ANCHOR BOLT  12 MM  4 ''	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000333	GENARAL - BOLT   4 MM X6mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000334	GENARAL - BOLT   8 MM X 25MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000420	GENARAL - HEX HEAD BOLT   10 MM X50mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000421	GENARAL - HEX HEAD BOLT   10 MMX25mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000422	GENARAL - HEX HEAD BOLT   12 MM x 60mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000423	GENARAL - HEX HEAD BOLT   12 MM x 75mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000424	GENARAL - HEX HEAD BOLT   12 X 12mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000425	GENARAL - HEX HEAD BOLT   12MM X 50mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000431	GENARAL - HEX HEAD BOLT   12MM X 38mm	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000433	GENARAL - HEX HEAD BOLT   16 MM X50mm	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000438	GENARAL - HEX HEAD BOLT  10 MM X 100mm	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000440	GENARAL - HEX HEAD BOLT  STEEL  12 MM X25mm	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000441	GENARAL - HEX HEAD BOLT  STEEL  12MMX50mm	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000442	GENARAL - HEX HEAD NUT & BOLT  STEEL  10 X 25mm	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000460	GENARAL - NUT   12 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000461	GENARAL - NUT   16 MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0000462	GENARAL - NUT   6 MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000464	GENARAL - HEX HEAD BOLT  8 MMX 25MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000465	GENARAL - NUT & BOLT 10 MM X 1 ''	NOS	9	1	1	1	15	10	11	14	7	30
MTGEN0000475	GENARAL - NUT & BOLT 8 MM  X 1 1/2 ''	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0000490	GENARAL - PILIP HEAD BOLT   8MM X 1/2''	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001386	"GENERAL - ANCHOR BOLT 14MMX4"""	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0001431	"GENERAL - HEX HEAD BOLT 1/2""X1"""	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0001436	"GENERAL - HEX HEAD BOLT 6MMX2"""	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001437	GENERAL - HEX HEAD BOLT 8MMX12MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001438	GENERAL - HEX HEAD BOLT 8MMX40MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001441	GENERAL - NUT 10MM	NOS	9	1	1	1	10	15	11	9	7	30
MTGEN0001619	GENARAL - DIE NUT M8	NOS	9	1	1	1	1	2	1	1	7	30
MTGEN0001650	GENARAL - NUT 14MM	NOS	9	1	1	1	5	10	6	4	7	30
MTGEN0001378	GENERAL - ALAN BOLT 4MMX12MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001379	"GENERAL - ALAN BOLT 5MMX1"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001380	GENERAL - ALAN BOLT 5MMX15MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001381	GENERAL - ALAN BOLT 6MMX20MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001382	"GENERAL - ALLON BOLT 4MMX1 1/2"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001383	"GENERAL - ALLON BOLT 4MMX1"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001384	"GENERAL - ALLON BOLT 8MMX3/4"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001413	GENERAL - GRUB SCREW 10MMX15MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001414	GENERAL - GRUB SCREW 18MMX32MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001415	GENERAL - GRUB SCREW 4MMX10MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001416	"GENERAL - GRUB SCREW 5/16""X3/8"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001417	GENERAL - GRUB SCREW 5MMX16MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001418	GENERAL - GRUB SCREW 5MMX8MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001419	GENERAL - GRUB SCREW 6MMX10MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001420	GENERAL - GRUB SCREW 6MMX8MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001421	"GENERAL - GRUB SCREW 7/32""X10MM"	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001876	GENARAL - ALAN BOLT  10 MM X 25mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001877	GENARAL - ALAN BOLT  5 MM X 15mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001878	"GENERAL - GRUB SCREW 1/2""X1/2"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001879	GENERAL - GRUB SCREW 5mmX10	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001880	"GENERAL - GRUB SCREW 6/8""X1 1/4"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001881	GENARAL - ALAN BOLT  10 MM X 12mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001882	GENARAL - ALAN BOLT  8MM X 12mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001883	GENARAL - ALAN BOLT  6MM X 50mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001884	GENARAL - ALAN BOLT  6MM X12mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001885	GENARAL - ALAN BOLT  8MM X20mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001886	GENARAL -  ALLAN BOLT  Ø8 MM X 50 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001887	GENARAL -  ALLAN BOLT  6mm MM X 25 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001888	GENARAL - ALAN BOLT  6MM X 40mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001889	GENARAL -  ALLAN BOLT   8 MM X 35 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001890	GENARAL -  ALLAN BOLT  12 MM X 35 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001891	GENERAL - ALAN BOLT 5MMX20MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001892	GENERAL -  HEAD BOLT 6MMX50mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001893	GENARAL -   HED BOLT  10 MM X 50 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001894	GENARAL - HEAD BOLT   8MM X 20	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001895	GENARAL -  HED BOLT   10mm X 75 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001896	GENARAL -  HEAD BOLT  5 MM X 40mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001897	GENARAL -  HEAD BOLT  12 MM X 40mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001898	GENERAL -  HEAD BOLT 10MMX50MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001899	GENERAL -  HEAD BOLT 8MMX50MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001900	GENERAL -  HEAD BOLT 8MMX10MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001901	GENERAL -  HEAD BOLT 10MMX25MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001902	"GENERAL -  HEAD BOLT 2""X1/2"""	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001903	GENERAL -  HEAD BOLT 24mmX80mm	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001904	GENARAL -  HEX.HED BOLT   1/4 '' X 2 1/2 ''	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001905	GENARAL -  HEX.HED BOLT   16mm X 50 MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001906	GENARAL - HEX HEAD BOLT  15 MM X 80MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001907	GENARAL - HEX HEAD BOLT  10 MM X 15MM	NOS	9	1	1	1	0	0	0	0	7	30
MTGEN0001908	GENARAL -  ALLAN BOLT  4 MM X 35 MM	NOS	9	1	1	1	0	0	0	0	7	30
